id,領域,題型,難度,題目,圖片網址,A,B,C,D,正解,刪除選項優先,結論,詳解,冷知識,主持人口白,出處,狀態
L27,法律,📕 法條冷門角落,1,你和朋友假裝簽一份「假買賣契約」，這份契約在法律上算什麼？,,有效但可撤銷,效力未定,無效,一定要告知法院才生效,C,D,通謀虛偽意思表示原則上無效,民法第87條規定，表意人與相對人通謀而為虛偽意思表示者，其意思表示無效，但不得以其無效對抗善意第三人。,若假契約其實隱藏另一個真契約，法律上會直接適用那個真契約的規定。,演戲簽約沒關係，但法律看得懂你們在演。,民法第87條,上架
L28,法律,📕 法條冷門角落,2,鄰居蓋房子不小心蓋過你家土地界線，你當下沒有抗議，後來還能要求拆除嗎？,,可以隨時要求拆除,一定要拆,只能報警,不可以，但可請求償金,D,C,知越界不即異議不得請求拆除,民法第796條規定，房屋非因故意或重大過失越界建築，鄰地所有人知情卻不即提異議者，不得請求移去或變更，但得請求償金。,鄰地所有人事後還可以請求土地所有人按價購買越界的畸零地。,沒有馬上抗議，法律就當你默許了一半。,民法第796條,上架
L29,法律,📕 法條冷門角落,2,你在路上撿到錢包並報警招領，多久後若無人認領，錢包就歸你所有？,,6個月,1個月,3個月,1年,A,D,招領逾6個月無人認領歸拾得人,民法第807條規定，遺失物自通知或最後招領之日起逾6個月未經有受領權人認領，由拾得人取得所有權，逾期未領取則歸地方自治團體。,就算歸你了，警察機關仍會先通知你去領取，別忘了去拿。,撿到錢包不代表馬上發財，法律讓你先等半年。,民法第807條,上架
L30,法律,📕 法條冷門角落,3,兒子偷了同住父親的錶，這種「親屬相盜」在刑法上會怎麼處理？,,一律不罰,加重處罰,只能私下解決,得免除其刑,D,C,直系血親同財共居間犯竊盜得免除其刑,刑法第324條規定，於直系血親、配偶或同財共居親屬間犯竊盜等罪，得免除其刑；其他五親等內血親或三親等內姻親間犯之則須告訴乃論。,這條規定的邏輯是希望家務糾紛盡量留在家裡處理，而非動用國家刑罰。,一家人的東西，法律也想先讓你們自己談。,刑法第324條,上架
L31,法律,📕 法條冷門角落,3,A把不當得利的錶無償送給不知情的B，A因此不用還了，B會怎樣？,,要在受益範圍內負返還責任,完全不用負責,要負全部刑事責任,只有A的家人要負責,A,C,無償轉得人於受益範圍內負返還責任,民法第183條規定，不當得利受領人無償讓與第三人、因此免返還義務者，第三人於所免返還義務的限度內，負返還責任。,這條是為了避免有心人用先送人的方式規避返還不當得利的義務。,想把贓來的好處送人脫身？法律早就想到你了。,民法第183條,上架
L32,法律,📕 法條冷門角落,4,對直系血親尊親屬犯殺人罪，依刑法規定，刑度會怎麼變化？,,減輕至二分之一,不受影響,加重至二分之一,直接論以唯一死刑,C,D,對尊親屬犯殺人罪加重其刑至二分之一,刑法第272條規定，對於直系血親尊親屬犯殺人罪者，加重其刑至二分之一，體現傳統倫常在刑法上的特殊評價。,這種加重血親尊親屬罪責的立法方式，在傷害罪、遺棄罪等條文中也能看到類似設計。,對父母動手，法律的天平會壓得更重。,刑法第272條,上架
L33,法律,📕 法條冷門角落,4,一般傷害罪原則上告訴乃論，但公務員執行職務時犯傷害罪，會有什麼不同？,,一樣要告訴乃論,直接不罰,只能提國賠,不受告訴乃論限制,D,C,公務員執行職務犯傷害罪不受告訴乃論限制,刑法第287條規定，普通傷害罪原則須告訴乃論，但公務員於執行職務時犯該罪者不在此限，也就是不須被害人提告即可訴追。,這項例外設計常被討論與執法過當的究責問題有關。,執法過了頭，法律不會等你提告才處理。,刑法第287條,上架
L34,法律,📕 法條冷門角落,5,犯竊盜罪情節輕微顯可憫恕，就算依刑法第59條減刑仍嫌過重，法院還能怎麼做？,,只能判無罪,得依第61條免除其刑,一律緩起訴,沒有其他辦法,B,A,情節輕微顯可憫恕得依第61條免除其刑,刑法第61條列舉竊盜、侵占、詐欺、恐嚇等特定輕罪，若情節輕微顯可憫恕、減刑仍嫌過重，法院得免除其刑，是比第59條更進一步的規定。,這條列舉的罪名裡也包含贓物罪與背信罪，但不是所有輕罪都適用。,有些小案子，法律也懂得放你一馬。,刑法第61條,上架
L35,法律,📕 法條冷門角落,5,對被繼承人有重大虐待或侮辱，依民法規定何時才會真正喪失繼承權？,,只要虐待就自動喪失,完全不會喪失,經被繼承人表示不得繼承才喪失,需要法院主動宣告,C,A,重大虐待侮辱經被繼承人表示才喪失繼承權,民法第1145條規定，對被繼承人有重大虐待或侮辱情事，須經被繼承人表示其不得繼承，才會喪失繼承權，並非虐待行為本身自動生效。,其他喪失繼承權事由像偽造遺囑，則不需要被繼承人另外表示即可生效。,想剝奪不孝子女的繼承權，記得要親口或留字說清楚。,民法第1145條,上架
L36,法律,⚖️ 憲法法庭與實務,1,釋字第666號宣告「罰娼不罰嫖」違反什麼原則？,,平等原則,罪刑法定原則,比例原則,正當法律程序,A,D,罰娼不罰嫖違反平等原則,釋字第666號解釋認為，社會秩序維護法僅處罰性交易中意圖得利的一方、不罰支付對價的相對人，這種差別待遇欠缺正當理由，違反憲法平等原則。,這號解釋讓相關規定定期失效，促使後來修法轉向管理而非片面處罰。,一個巴掌拍不響，法律終於也這樣覺得。,司法院釋字第666號,上架
L37,法律,⚖️ 憲法法庭與實務,1,釋字第407號對「猥褻出版品」的定義，主要是從哪個角度去判斷？,,作者的主觀意圖,客觀上是否引起普通人羞恥厭惡感,出版社的規模,是否曾被查禁過,B,A,猥褻出版品以客觀上是否引發羞恥厭惡感判斷,釋字第407號解釋指出，猥褻出版品指客觀上足以刺激或滿足性慾、並引起普通一般人羞恥或厭惡感、有礙社會風化的出版品，須就整體特性與目的觀察。,這號解釋同時強調藝術、醫學、教育性出版品應與猥褻出版品區別對待。,什麼算猥褻，法律說要看一般人的臉紅程度。,司法院釋字第407號,上架
L38,法律,⚖️ 憲法法庭與實務,2,釋字第584號宣告曾犯特定罪就終身不得駕駛計程車的規定違憲，理由跟哪個自由有關？,,遷徙自由,言論自由,職業自由,宗教自由,C,A,終身禁業違反職業自由與比例原則,釋字第584號解釋認為，對有特定犯罪前科者採取終身不得執業計程車駕駛的規定，未給予個別化衡量與反證機會，不符憲法第23條比例原則，牴觸職業自由保障。,後來釋字第749號進一步限縮，要求禁業範圍必須跟乘客安全有實質關聯。,犯過一次錯，法律不該讓你一輩子都上不了車。,司法院釋字第584號,上架
L39,法律,⚖️ 憲法法庭與實務,2,釋字第737號認為偵查中羈押審查程序，辯護人應該享有什麼權利？,,直接會見法官的權利,代替被告受訊問的權利,決定是否羈押的權利,檢閱聲請羈押卷證的權利,D,C,辯護人於羈押審查程序應享有閱卷權,釋字第737號解釋指出，偵查中羈押審查程序具有對立當事人的訴訟結構，基於武器平等原則，辯護人應有檢閱聲請羈押卷證的權利，以利被告有效行使防禦權。,這號解釋促使刑事訴訟法修正，讓辯護人可在一定範圍內獲知羈押聲請的理由與證據。,連辯護人都看不到卷，這場仗要怎麼打？,司法院釋字第737號,上架
L40,法律,⚖️ 憲法法庭與實務,3,釋字第710號認為強制已合法入境的大陸地區人民出境前，欠缺什麼保障而違憲？,,申辯機會等正當程序,財產補償,免費法律諮詢,公開道歉,A,B,強制出境未給申辯機會違反正當法律程序,釋字第710號解釋認為，兩岸關係條例規定對合法入境的大陸地區人民得逕行強制出境、未給予申辯機會，違反憲法正當法律程序原則，不符遷徙自由保障意旨。,這號解釋還進一步要求暫予收容規定必須符合程序正當與實質正當雙重要求。,要送人出境沒問題，但總要先聽人講句話。,司法院釋字第710號,上架
L41,法律,⚖️ 憲法法庭與實務,3,釋字第708號認為對受驅逐外國人的暫時收容處分，必須具備什麼保障才合憲？,,收容期間不限,由警察自行決定即可,即時之司法救濟,完全不須告知原因,C,D,暫時收容須有即時司法救濟才合乎正當程序,釋字第708號解釋認為，暫時收容屬剝奪人身自由之處分，須給予受收容外國人即時之司法救濟的機會，才符合憲法第8條保障人身自由的正當法律程序要求。,這號解釋接續釋字第392號，把正當法律程序精神延伸到收容處分。,就算不是被告，被關起來也該有人幫你喊聲等一下。,司法院釋字第708號,上架
L42,法律,⚖️ 憲法法庭與實務,4,釋字第588號認為行政執行法的拘提管收制度，主要違反哪項憲法保障？,,財產權,人身自由的正當法律程序,工作權,訴訟權中的上訴權,B,A,拘提管收欠缺法院審問程序違反人身自由保障,釋字第588號解釋指出，行政執行法將拘提與管收合併聲請、審查，卻省略拘提後、管收前的法院審問程序，與憲法第8條要求逮捕拘禁應有正當法律程序的意旨不符。,這號解釋也連帶討論到行政上、民事上的逮捕拘禁是否同樣受憲法第8條規範的爭議。,管收也是關人，法律說一樣不能省略程序。,司法院釋字第588號,上架
L43,法律,⚖️ 憲法法庭與實務,4,釋字第799號對性侵犯刑後強制治療制度提出什麼要求？,,治療期間應與刑罰執行完全相同,一律終身治療不得停止,治療與否由被害人決定,治療與刑罰的執行應有明顯區隔,D,A,強制治療之執行應與刑罰有明顯區隔,釋字第799號解釋要求，刑後強制治療對受治療者人身自由及相關自由權的限制，應與刑罰執行有明顯區隔，並建立可預期的停止治療指標，以符合憲法保障。,這號解釋同時處理了刑法與性侵害犯罪防治法中類似強制治療規定的違憲疑義。,治療不是懲罰的延長賽，法律要求兩者分清楚。,司法院釋字第799號,上架
L44,法律,⚖️ 憲法法庭與實務,5,依釋字第572號，法官若確信案件所用法律違憲，聲請釋憲時必須具備什麼條件？,,該案已經判決確定,提出客觀上形成確信違憲的具體理由,徵得雙方當事人同意,先請示上級法院,B,A,法官聲請釋憲須提出客觀具體之違憲確信理由,釋字第572號解釋補充釋字第371號意旨，指出法官聲請解釋憲法，須於聲請書內詳敘對系爭法律違憲的具體論證，並同時裁定停止訴訟程序，而非僅泛稱有疑義。,這種由承審法官在個案中發動的違憲審查機制，學理上稱為具體規範審查。,法官說我覺得這條法違憲，還得先把理由寫清楚。,司法院釋字第572號,上架
L45,法律,⚖️ 憲法法庭與實務,5,依釋字第582號解釋理由書所引數據，人民聲請釋憲遭大法官駁回，最主要的原因類型是什麼？,,聲請書格式錯誤,逾越聲請期限,指摘確定終局裁判本身認事用法違憲,案件已經和解,C,A,指摘裁判認事用法違憲是駁回釋憲主因,釋字第582號解釋理由書指出，人民因指摘確定終局裁判本身認事用法違憲、而遭大法官依規定駁回的案件，長期占駁回原因近半到近七成，是最主要的不受理原因。,這是因為我國釋憲制度原則上只審查法律或命令違憲，不審查法院具體認事用法本身。,覺得法官判錯，跟覺得那條法律違憲，是完全不同的兩件事。,司法院釋字第582號,上架
L46,法律,🌐 比較法大觀園,1,日本的「裁判員制度」正式施行是哪一年，讓一般國民也能參與刑事審判？,,2009年,1999年,2004年,2015年,A,B,裁判員制度2009年正式施行,日本裁判員制度於2004年立法通過，經過5年準備後於2009年5月正式施行，由6名一般國民與3名法官共同審理重大刑事案件、認定罪責與量刑。,裁判員是從選舉人名冊中隨機抽選，跟被告與案件都沒有關係。,讓一般人也上場審案，日本這場實驗才十幾年而已。,日本裁判員制度概要；日本政府公開資料,上架
L47,法律,🌐 比較法大觀園,1,韓國仿效德國制度、設立獨立的「憲法裁判所」，是在哪一年？,,1948年,1961年,2000年,1988年,D,A,韓國憲法裁判所於1988年設立,韓國於1987年修憲、1988年依新憲法設立獨立的憲法裁判所，參考德國制度，負責違憲審查、彈劾、政黨解散等案件，成立首年即審理約400件案件。,憲法裁判所的9名裁判官，分別由總統、國會、大法院各推選3人。,之前30年只審過3次違憲案，成立第一年就衝到400件。,韓國憲法裁判所公開沿革資料,上架
L48,法律,🌐 比較法大觀園,2,德國聯邦憲法法院沒有設在首都柏林，而是設在哪個城市？,,卡爾斯魯厄,慕尼黑,漢堡,法蘭克福,A,C,憲法法院設卡爾斯魯厄以彰顯獨立性,德國聯邦憲法法院1951年設於卡爾斯魯厄，刻意遠離當時首都波昂（後為柏林），象徵這個憲法機關不受中央政治權力影響、獨立行使違憲審查職權。,卡爾斯魯厄同時也是德國聯邦最高法院所在地，被稱為德國的司法之都。,想證明自己夠獨立，德國人直接搬離首都給你看。,德國聯邦憲法法院公開沿革資料,上架
L49,法律,🌐 比較法大觀園,2,2008年修憲前，法國憲法委員會只能在法律公布前進行審查，這種審查方式稱為什麼？,,事後具體審查,個案附帶審查,陪審團審查,事前抽象審查,D,A,法國憲法委員會原僅能事前抽象審查,2008年修憲前，法國憲法委員會僅能就國會通過、總統公布前的法律進行直接、事前、抽象的合憲性審查，聲請人限於總統、總理、國會議長等特定對象。,2008年修憲後才新增合憲性先決問題機制，一般人民才能在具體訴訟中主張法律違憲。,法律都公布施行了，以前的法國人才想到要救濟，已經太晚了。,法國憲法委員會制度沿革公開資料,上架
L50,法律,🌐 比較法大觀園,3,香港《基本法》所稱資本主義制度「五十年不變」，依官方說法，這個期限代表什麼？,,2047年後自動改為社會主義,五十年後基本法自動失效,只是制度不變用語、非明確期限,五十年後香港自動獨立,C,A,官方立場認為五十年不變非明確終止期限,依香港政府與中國全國人大常委會官方說法，基本法第5條五十年不變只是為確立香港資本主義制度和生活方式在該期間不變，並非為訂定明確終止期限，2047年後方針亦不會改變。,香港泛民主派人士則普遍解讀為期限一到、一國兩制即自動失效，雙方對此存在明顯分歧。,同一句五十年不變，兩邊人馬各自解讀出完全不同的結局。,香港基本法第5條；相關官方聲明公開報導,上架
L51,法律,🌐 比較法大觀園,3,新加坡的鞭刑，在現行法律中屬於下列哪種狀態？,,仍合法存在、且不得單獨判處,早已全面廢除,只適用於未成年人,已改為象徵性處罰不會真的執行,A,B,新加坡鞭刑至今合法存在且須併合徒刑判處,新加坡的司法鞭刑制度沿襲自英國殖民時期法律，至今仍合法適用於搶劫、性侵、毒品等三十餘種重罪，且依規定不會單獨判處鞭刑，必定與徒刑一併宣告。,近年新加坡修法把網路詐欺等犯罪也納入可判鞭刑的範圍，最重可達24下。,這不是電影情節，新加坡的鞭刑現在還真的會落下去。,新加坡刑事法規與鞭刑制度公開報導,上架
L52,法律,🌐 比較法大觀園,4,美國最高法院2020年Ramos v. Louisiana案確立了刑事審判陪審團裁決的什麼要求？,,陪審員必須全部連任,陪審員必須具法律學位,陪審團可以匿名投票,陪審團裁決須一致決,D,A,陪審團裁決憲法上須一致決,2020年Ramos v. Louisiana案，美國最高法院認定憲法第六修正案保障的陪審團一致決要求，同樣適用於各州法院，推翻了先前允許非一致決的判例，路易斯安那與奧勒岡因此須修法。,在這號判決之前，全美只剩路易斯安那與奧勒岡兩州還允許非一致決的定罪。,十票對兩票也能定罪，這種玩法美國最高法院終於說不行了。,"Ramos v. Louisiana, 140 S. Ct. 1390 (2020)；美國最高法院公開判決",上架
L53,法律,🌐 比較法大觀園,4,美國最高法院2022年Dobbs v. Jackson案作出的判決，對Roe v. Wade案的墮胎權產生什麼影響？,,進一步擴大保障範圍,推翻其認定的聯邦憲法墮胎權,完全維持不變,只在特定三個州失效,B,C,Dobbs案推翻聯邦憲法墮胎權,2022年Dobbs案，美國最高法院以6比3推翻Roe v. Wade及Casey案先例，認定聯邦憲法未保障墮胎權，將相關立法權還給各州及其民選代表。,這是美國最高法院史上首次收回一項已經確立的憲法基本權利，而非擴張。,一項曾經天經地義的憲法權利，說收回就收回了。,"Dobbs v. Jackson Women's Health Organization, 597 U.S. 215 (2022)；美國最高法院公開判決",上架
L54,法律,🌐 比較法大觀園,5,法國2008年修憲後新增的「QPC」機制，讓一般人民可以在訴訟中主張什麼？,,要求法官迴避,訴訟費減免,主張適用於本案的法律違憲,直接跳過所有審級上訴,C,A,QPC讓人民得於訴訟中主張法律違憲,法國2008年修憲確立合憲性先決問題（QPC）機制，讓訴訟當事人可主張適用於本案的法律侵害其憲法權利，交由憲法委員會審查，補足原本只能事前抽象審查的缺口。,這項機制被視為法國違憲審查制度從集中事前邁向附帶事後的重要分水嶺。,法律都上路好幾年了，法國人終於也能喊這條違憲。,法國憲法委員會QPC機制公開沿革資料,上架
L55,法律,🌐 比較法大觀園,5,美國最高法院Citizens United v. FEC案認定企業對政治獻金的支出限制，屬於侵害什麼權利？,,財產權,言論自由,隱私權,訴訟權,B,A,限制企業政治支出被認定侵害言論自由,2010年Citizens United v. FEC案，美國最高法院認定限制企業與工會在選舉中獨立支出政治性言論的規定，違反憲法第一修正案言論自由保障，企業的政治性支出因此獲得高度保障。,這號判決被視為促成美國超級政治行動委員會大量出現的推手。,花錢支持候選人，美國最高法院說這也是一種說話的方式。,"Citizens United v. FEC, 558 U.S. 310 (2010)；美國最高法院公開判決",上架
L56,法律,🕰️ 法制史與法律人軼事,1,中國古代法律「十惡」重罪中，被列為第一項、最嚴重的是哪一項？,,不孝,謀反,內亂,不睦,B,A,十惡之首為謀反,十惡制度源自北齊律重罪十條，隋開皇年間定型為十惡，唐律沿用並列為首惡不赦之罪，第一項即為謀反，指圖謀推翻政權，唐律規定犯者皆斬、家屬連坐。,十惡裡的第二項謀大逆，指的是圖謀破壞皇帝宗廟、陵墓或宮殿。,十惡不赦這句話，原來第一項就是造反的意思。,唐律「十惡」制度；公開法制史文獻,上架
L57,法律,🕰️ 法制史與法律人軼事,1,清末修訂法律大臣沈家本，主張廢除的傳統酷刑不包含下列哪一項？,,凌遲,梟首,戮屍,罰金,D,A,罰金並非沈家本主張廢除的傳統酷刑,沈家本上奏刪除律例內重法折，主張廢除凌遲、梟首、戮屍、緣坐、刺字等傳統酷刑，引入西方法治理念；罰金則是近代刑法保留至今的一般刑罰方法，並非酷刑。,沈家本同時也主持起草中國近代第一部刑法典《大清新刑律》。,廢酷刑的清單很長，但罰金從來不在被廢除之列。,沈家本法制改革公開歷史文獻,上架
L58,法律,🕰️ 法制史與法律人軼事,2,中國近代第一部與現行刑法有直接歷史因緣的刑法典《大清新刑律》，公布於哪一年？,,1911年,1901年,1928年,1935年,A,D,大清新刑律1911年為近代首部刑法典,《大清新刑律》於1911年公布，是中國歷史上第一部近代意義的專門刑法典，體例仿西方分總則與分則，並首次在中國法制史上明文規定罪刑法定原則。,這部刑律的重要起草工作，其實是由日本法學家岡田朝太郎協助完成的。,中國第一部近代刑法，骨子裡藏著不少日本血統。,《大清新刑律》公開法制史文獻,上架
L59,法律,🕰️ 法制史與法律人軼事,2,唐律「同居相為隱」制度，允許親屬間互相隱匿犯罪不受處罰，但下列哪種犯罪不適用此制度？,,謀反等重罪,竊盜,一般鬥毆,逃稅,A,B,謀反等重罪不適用同居相為隱制度,唐律規定，同居親屬及大功以上親屬得相互隱匿犯罪、不予處罰，僕婢隱匿主人亦同，但若涉及謀反、謀大逆等重罪，則不適用此項容隱規定。,這項制度的精神後來也影響了現行刑法第324條親屬相盜得免除其刑的規定。,家人可以互相包庇小事，但造反這種大事，法律說不行。,唐律「同居相為隱」制度；公開法制史文獻,上架
L60,法律,🕰️ 法制史與法律人軼事,3,中華民國成立後第一部刑事基本法《暫行新刑律》，是修改自哪一部法典而來？,,唐律,大清新刑律,大清民律草案,六法全書,B,D,暫行新刑律是修訂自大清新刑律而來,民國元年（1912年）北洋政府將大清新刑律刪除有關帝制、皇室特權等條款後，改稱中華民國暫行新刑律公布施行，是民國成立後第一部刑事基本法。,暫行新刑律歷經多次修訂，1928年始為中華民國刑法所取代。,換了朝代，法典先求改個名字繼續用，比重新寫快多了。,《中華民國暫行新刑律》公開法制史文獻,上架
L61,法律,🕰️ 法制史與法律人軼事,3,台灣現行刑事法採「刑罰與保安處分雙軌制」，這個雙軌架構最早可以追溯到哪一年施行的刑法？,,1912年,1928年,1935年,1949年,C,D,雙軌制架構可追溯至1935年施行的刑法,我國刑事法自1935年中華民國刑法施行時起，即採刑罰與保安處分並行的雙軌立法體制，除依犯罪行為科處刑罰外，另針對行為人的危險性格施以各種保安處分。,監護處分、強制工作、強制治療等，都是現行法上常見的保安處分類型。,光判刑不夠，法律還想順便處理你為什麼會犯罪這件事。,中華民國刑法保安處分制度沿革公開文獻,上架
L62,法律,🕰️ 法制史與法律人軼事,4,戒嚴時期的美麗島事件，被告是在什麼樣的審判機關受審？,,一般地方法院,軍事法庭,監察院,行政法院,B,C,美麗島事件被告由軍事法庭審判,1979年美麗島事件發生後，多名被告在戒嚴體制下被移送軍事法庭審判，而非一般刑事法院，這也是後來探討戒嚴時期人權與轉型正義時常被提及的重要案例。,解嚴後，這類軍法審平民案件成為平復司法不法的重要對象。,平民被送上軍事法庭審判，那個年代的日常，現在聽起來很不日常。,美麗島事件與戒嚴時期軍事審判公開歷史文獻,上架
L63,法律,🕰️ 法制史與法律人軼事,4,中國近代第一部刑法典《大清新刑律》，主要的起草工作其實是由誰協助完成？,,沈家本本人獨立完成,日本法學家岡田朝太郎,英國傳教士,美國律師團隊,B,C,大清新刑律主要由日本學者岡田朝太郎起草,沈家本雖是主持修訂法律的大臣，但大清新刑律的具體起草工作，主要由清廷聘請的日本法學家岡田朝太郎依日本刑法架構改編完成，反映當時中國近代法制深受日本法影響。,岡田朝太郎也協助起草多部清末法律草案，是聘用外國顧問的代表人物。,中國第一部近代刑法，執筆的其實是一位日本教授。,《大清新刑律》起草沿革公開法制史文獻,上架
L64,法律,🕰️ 法制史與法律人軼事,5,沈家本除了主持刑法改革外，還主持起草了中國歷史上第一部什麼草案？,,憲法草案,商法草案,民法草案,訴訟法草案,C,A,沈家本主持起草中國第一部民法草案,沈家本除主持起草大清新刑律外，也主持起草中國歷史上第一部專門的民法草案大清民律草案，同時還參與商律、刑事民事訴訟法、法院編制法等多部近代法律草案的起草工作。,這些草案在清朝滅亡前並未真正施行，但為民國時期的民法立法奠定重要基礎。,一個人同時包辦刑法跟民法的草稿，工作量放到現在也是超時工作。,沈家本法制改革公開歷史文獻,上架
L65,法律,🕰️ 法制史與法律人軼事,5,清末設立、後為北洋政府沿用的全國最高審判機關「大理院」，後來改組為哪個機關？,,司法院,大理寺,行政法院,最高法院,D,B,大理院於1927年改組為最高法院,大理院前身為大理寺，清光緒三十二年（1906年）改制為大理院，成為全國最高終審機關，民初北洋政府時期沿用；至民國16年（1927年）國民政府始將其改組為最高法院。,大理院院長當時還握有統一解釋法令的權力，功能類似後來的司法院解釋制度。,大理院聽起來很陌生，但其實就是最高法院的前世。,大理院沿革；最高法院官方沿革公開資料,上架
L66,法律,🏛️ 法界圈內梗,1,台灣律師出庭穿的黑色法袍，鑲邊顏色依規定是哪一色？,,白色,藍色,紫色,綠色,A,C,律師法袍鑲白邊,依法官、檢察官、公設辯護人、律師及書記官服制規則，律師法袍鑲白邊，法官鑲藍邊、檢察官鑲紫邊、公設辯護人鑲綠邊，各有不同象徵意涵。,律師鑲白邊據說象徵忠誠與潔白，呼應律師為當事人辯護時應秉持的立場。,光看鑲邊顏色，內行人一眼就知道你在法庭上是什麼角色。,法官、檢察官、公設辯護人、律師及書記官服制規則第4條,上架
L67,法律,🏛️ 法界圈內梗,1,消滅時效完成後，依民法規定，債務本身會發生什麼變化？,,債務直接消滅,債務人取得拒絕給付的抗辯權,債權人自動喪失債權,需要法院宣告才生效,B,A,時效完成後債務人取得拒絕給付抗辯權,民法第144條規定，時效完成後，債務人得拒絕給付，也就是債務本身並未消滅，只是債務人多了一項抗辯權；若債務人仍自願履行，事後也不能以不知時效為理由請求返還。,這也是為什麼律師常說時效完成不是欠錢一筆勾銷，只是可以合法拒絕還錢。,時效到了不是債務蒸發，只是欠錢的人多了一張擋箭牌。,民法第144條,上架
L68,法律,🏛️ 法界圈內梗,2,依刑事訴訟法規定，法官若「曾參與該案件前審之裁判」，此時該怎麼做？,,可以繼續審理不受影響,應自行迴避不得執行職務,只要當事人不反對就可以審,改由書記官代為審理,B,D,曾參與前審裁判之法官應自行迴避,刑事訴訟法第17條列舉法官應自行迴避的事由，其中包括法官曾參與該案件前審之裁判者，目的在確保審級救濟的公正性，避免法官對自己先前的判斷產生預斷。,民事訴訟法第32條也有幾乎相同的規定，適用於民事案件的法官迴避。,自己審過的案子換個名目再審一次，法律說這樣不公平。,刑事訴訟法第17條,上架
L69,法律,🏛️ 法界圈內梗,2,檢察官出庭穿的法袍鑲邊顏色是紫色，這個顏色依民間說法象徵什麼意涵？,,懺悔,勝利,天空,忠誠,A,D,檢察官法袍鑲紫邊象徵懺悔,依服制規則，檢察官法袍鑲紫邊，民間流傳的說法認為紫色象徵懺悔，寓意希望被告能在法庭上勇敢面對並懺悔自己所犯的過錯，而法官鑲藍邊則象徵天空與公正。,顏色象徵多屬民間解讀，服制規則本身只規定顏色，未明文記載意義。,紫色代表懺悔，看來檢察官的顏色最有悔過的味道。,法官、檢察官、公設辯護人、律師及書記官服制規則第4條,上架
L70,法律,🏛️ 法界圈內梗,3,2022年憲法訴訟法施行後，大法官作出的違憲審查結果，改以什麼名稱稱呼？,,仍稱釋字,稱為憲判字,稱為判解,稱為裁定書,B,C,2022年起大法官解釋改稱憲判字,2022年1月4日憲法訴訟法施行後，原本的大法官解釋制度改為憲法法庭判決，並以憲判字號取代沿用已久的釋字號，例如113年憲判字第8號死刑案判決。,這次修法也讓憲法法庭可以直接審查法院確定裁判是否違憲，制度上更趨近司法化。,同樣是大法官在解釋憲法，招牌卻在2022年悄悄換了名字。,憲法訴訟法（2022年1月4日施行）,上架
L71,法律,🏛️ 法界圈內梗,3,判決確定後才發現審判違背法令，這種「非常上訴」依刑事訴訟法規定，只有誰能提起？,,被告本人,被害人,最高檢察署檢察總長,承辦法官,C,A,非常上訴僅得由最高檢察署檢察總長提起,刑事訴訟法第441條規定，判決確定後發見該案件之審判違背法令者，僅得由最高檢察署檢察總長向最高法院提起非常上訴，被告本人或被害人都不能直接提起，跟再審的聲請人範圍不同。,非常上訴糾正法律適用錯誤，再審則著重新證據或事實錯誤，目的不同。,想幫已經定案的判決討公道，這張門票只有檢察總長才有。,刑事訴訟法第441條,上架
L72,法律,🏛️ 法界圈內梗,4,台灣法院案號的基本結構，通常依序包含哪三個部分？,,承辦股別、姓名、日期,案由、金額、地點,法官姓名、庭別、時間,年度、字別、序號,D,A,案號依序由年度、字別、序號組成,台灣法院案號通常依年度加字別加序號組成，例如112年度訴字第1234號，其中字別代表案件種類（如訴代表通常訴訟程序第一審），序號則是該類案件當年度的流水編號。,案件的承辦股別會另外標示於卷面或系統中，並不直接寫進正式案號裡。,案號看起來像密碼，其實年度、種類、序號三段式排列而已。,台灣高等法院以下各級法院民刑事案件案號字別及案件種類對照表,上架
L73,法律,🏛️ 法界圈內梗,4,依服制規則，公設辯護人出庭時法袍的鑲邊顏色是哪一色？,,淡咖啡色,黑色,綠色,紅色,C,D,公設辯護人法袍鑲綠邊,依法官、檢察官、公設辯護人、律師及書記官服制規則，公設辯護人出庭法袍鑲綠邊，與法官的藍邊、檢察官的紫邊、律師的白邊並列，是法庭上另一種容易被忽略的角色。,公設辯護人為無力選任律師的被告辯護，角色介於法院與律師之間。,綠色鑲邊在法庭裡不常被注意到，但公設辯護人的工作一點都不輕。,法官、檢察官、公設辯護人、律師及書記官服制規則第4條,上架
L74,法律,🏛️ 法界圈內梗,5,法庭上負責製作筆錄的書記官，出庭時法袍鑲邊顏色依規定是哪一色？,,白色,藍色,紫色,黑色,D,A,書記官法袍鑲黑邊,依服制規則，書記官法袍鑲黑邊，與底色相同、不容易被注意到，但書記官負責製作法庭筆錄、是訴訟程序中不可或缺的角色。,服制規則中還規定通譯鑲淡咖啡色邊、公證人鑲紅色邊，法庭上其實是一整套色彩系統。,黑袍鑲黑邊，書記官大概是全場最容易被忽略的低調角色。,法官、檢察官、公設辯護人、律師及書記官服制規則第4條,上架
